customer_id,customer_name,email,country,signup_at,acquisition_channel,total_orders,lifetime_revenue,avg_order_value,first_order_at,last_order_at,recency_days,rfm_segment,is_churn_risk
CUST_00158,Richard Young,alfred40@example.org,India,2025-02-24 08:24:22,Social Media,2,1005.90,502.95,2025-04-21 20:33:49,2025-05-13 12:56:36,292,Lost / Churned,true
CUST_00159,Kelly Reese,xwest@example.net,India,2025-09-01 19:48:42,Organic Search,1,294.93,294.93,2025-10-07 14:44:07,2025-10-07 14:44:07,145,At Risk,true
CUST_00160,Jodi Walker,acostaregina@example.net,France,2025-08-22 06:24:46,Social Media,3,828.85,276.28,2025-08-25 03:26:49,2025-12-22 01:22:44,69,Active / Recent,false
CUST_00161,Judith Maynard,lutzmelanie@example.com,United Kingdom,2025-11-14 04:59:44,Email Campaign,2,309.94,154.97,2026-01-29 02:13:44,2026-02-08 10:50:04,21,Active / Recent,false
CUST_00162,Katherine Browning,lammarc@example.org,France,2025-08-18 15:24:44,Paid Ads,3,514.91,171.64,2025-09-26 04:06:17,2025-11-04 07:50:10,117,At Risk,false
CUST_00163,Donald Schultz,oscar98@example.com,Germany,2025-05-30 00:09:30,Email Campaign,2,527.95,263.98,2025-06-07 01:11:01,2026-02-06 14:44:21,23,Active / Recent,false
CUST_00164,Larry Garcia,farrelldebra@example.net,France,2025-05-16 04:06:17,Referral,4,978.84,244.71,2025-07-14 05:00:17,2025-12-24 06:34:48,67,Active / Recent,false
CUST_00165,Cindy Hayes,robertwilcox@example.com,Germany,2025-08-22 18:06:44,Referral,1,234.95,234.95,2025-12-23 15:33:40,2025-12-23 15:33:40,68,Active / Recent,false
CUST_00166,Brandon Simmons,nicholas27@example.org,United Kingdom,2025-01-01 07:34:02,Social Media,3,379.91,126.64,2025-09-25 05:12:38,2026-02-16 05:08:38,13,Loyal Customers,false
CUST_00167,Bradley Reynolds,lisa80@example.net,Germany,2025-06-13 06:05:21,Referral,2,909.91,454.96,2025-12-18 02:01:20,2026-02-10 05:24:43,19,Active / Recent,false
CUST_00168,Kristina Santiago,qgomez@example.com,Germany,2025-09-08 07:09:39,Email Campaign,1,624.96,624.96,2026-02-15 00:55:03,2026-02-15 00:55:03,14,Active / Recent,false
CUST_00169,Michelle Schmitt,michael98@example.org,India,2025-12-10 10:27:21,Paid Ads,7,2003.73,286.25,2025-12-15 17:51:00,2026-01-22 03:57:42,38,Loyal Customers,false
CUST_00170,John Boone,megan51@example.com,Australia,2026-01-03 12:49:47,Paid Ads,2,569.93,284.96,2026-01-15 03:00:17,2026-02-22 04:41:47,7,Active / Recent,false
CUST_00171,Renee Bruce,lynchdiane@example.net,United Kingdom,2025-03-07 20:42:12,Referral,2,564.90,282.45,2025-10-26 13:13:12,2026-01-09 14:58:50,51,Active / Recent,false
CUST_00172,Christopher Park,sandra50@example.org,United States,2025-09-18 08:21:43,Paid Ads,2,339.97,169.99,2025-12-15 10:21:45,2025-12-26 02:40:26,65,Active / Recent,false
CUST_00173,Kylie Morales,joycebonilla@example.org,Canada,2025-08-30 02:38:17,Paid Ads,3,864.90,288.3,2025-08-31 01:09:22,2026-02-04 15:17:17,25,Loyal Customers,false
CUST_00174,Cindy Barnes,eric45@example.net,United States,2025-04-25 10:52:37,Organic Search,3,1194.83,398.28,2025-07-15 02:36:42,2025-12-03 22:19:08,88,Active / Recent,false
CUST_00175,Sophia Moore,craigjoseph@example.net,Germany,2025-07-10 04:11:44,Referral,2,469.96,234.98,2025-08-02 12:27:42,2026-02-24 17:06:39,5,Active / Recent,false
CUST_00176,Lawrence Perry,kariwilson@example.com,Germany,2025-02-26 13:36:59,Email Campaign,4,1055.86,263.96,2025-03-26 05:38:53,2025-12-30 02:07:28,61,Active / Recent,false
CUST_00177,Michael Watkins,brandon69@example.org,India,2025-06-01 00:32:07,Email Campaign,1,79.99,79.99,2025-09-15 23:34:52,2025-09-15 23:34:52,167,At Risk,true
CUST_00178,Eric Clark,kathrynroberts@example.org,Germany,2026-01-19 23:51:30,Paid Ads,1,394.95,394.95,2026-01-27 14:38:01,2026-01-27 14:38:01,33,Active / Recent,false
CUST_00179,Paul Thompson,opatel@example.net,India,2025-04-25 14:55:45,Organic Search,4,1410.83,352.71,2025-05-08 01:51:30,2025-09-23 11:33:43,159,At Risk,true
CUST_00181,Thomas Atkins,tberry@example.net,Canada,2025-06-19 23:29:40,Referral,5,341.87,68.37,2025-07-28 23:50:13,2025-12-28 22:08:11,63,Active / Recent,false
CUST_00182,Brian Smith,george97@example.net,United States,2025-12-27 19:50:15,Referral,2,144.93,72.47,2026-01-31 22:51:45,2026-02-19 08:13:34,10,Active / Recent,false
CUST_00183,Anita Richard,ryanmorales@example.org,Australia,2025-07-13 13:23:33,Organic Search,2,439.94,219.97,2025-07-28 15:09:12,2026-01-20 15:41:56,40,Active / Recent,false
CUST_00184,Eric Morgan,kimberly18@example.net,Canada,2025-12-21 13:03:54,Email Campaign,1,227.94,227.94,2025-12-26 02:29:08,2025-12-26 02:29:08,65,Active / Recent,false
CUST_00185,Jordan Bullock,michael23@example.org,Australia,2025-09-04 10:51:45,Email Campaign,4,1514.81,378.7,2025-10-22 15:32:42,2026-02-08 13:15:51,21,Loyal Customers,false
CUST_00186,Craig Morrison,thompsonkendra@example.com,Germany,2026-01-28 01:44:49,Referral,1,184.97,184.97,2026-02-08 05:43:10,2026-02-08 05:43:10,21,Active / Recent,false
CUST_00187,Justin Riley,michelle52@example.com,Canada,2025-12-13 08:25:55,Email Campaign,2,514.94,257.47,2025-12-24 07:22:19,2026-02-19 23:05:19,10,Active / Recent,false
CUST_00188,Jeremy Turner,brittany58@example.org,United Kingdom,2025-12-16 13:54:30,Paid Ads,1,44.97,44.97,2026-01-10 09:23:36,2026-01-10 09:23:36,50,Active / Recent,false
CUST_00189,Jesse Brown,chase19@example.net,Australia,2025-08-04 09:27:29,Referral,3,624.91,208.3,2025-08-05 10:20:18,2025-12-21 23:32:55,70,Active / Recent,false
CUST_00190,Julie Spencer,colelisa@example.net,India,2026-01-12 09:32:35,Paid Ads,5,1403.84,280.77,2026-01-31 06:13:13,2026-02-24 06:14:01,5,Champions,false
CUST_00191,Larry Mason,hayeslisa@example.com,Germany,2025-08-02 06:52:02,Organic Search,3,549.92,183.31,2025-08-29 23:46:06,2026-01-31 12:13:32,29,Loyal Customers,false
CUST_00192,Mrs. Maria Williams,hritter@example.net,Canada,2025-08-10 22:21:31,Social Media,4,805.91,201.48,2025-10-17 15:14:14,2025-12-23 22:49:41,68,Active / Recent,false
CUST_00193,Helen Hardin,vortiz@example.net,United Kingdom,2025-09-18 20:39:06,Referral,4,1063.80,265.95,2025-10-16 08:52:09,2026-02-20 01:12:40,9,Loyal Customers,false
CUST_00194,Rachel Holland,riveraangela@example.com,Canada,2025-03-04 14:04:35,Paid Ads,2,1114.86,557.43,2025-03-29 00:48:30,2025-06-13 05:12:35,261,Lost / Churned,true
CUST_00195,Nathaniel Douglas,mathewaguilar@example.org,Germany,2025-06-29 15:01:35,Paid Ads,2,198.93,99.47,2025-09-22 09:17:54,2025-10-20 17:00:53,132,At Risk,true
CUST_00197,James Conner,elizabethcalderon@example.net,United Kingdom,2025-11-13 14:12:10,Referral,2,495.89,247.95,2025-12-11 23:35:12,2026-01-07 07:45:02,53,Active / Recent,false
CUST_00198,Susan Davis DDS,andrew42@example.org,Germany,2025-12-28 21:27:30,Organic Search,1,244.96,244.96,2026-01-19 20:42:46,2026-01-19 20:42:46,41,Active / Recent,false
CUST_00199,Ralph Lee,ericphillips@example.org,Australia,2025-06-10 15:40:20,Email Campaign,2,354.91,177.46,2025-08-21 13:02:12,2026-02-15 07:08:59,14,Active / Recent,false
CUST_00200,Kimberly Rodgers,stanleynancy@example.net,Australia,2025-10-30 12:22:26,Referral,3,314.90,104.97,2025-12-13 11:34:26,2025-12-30 15:44:11,61,Active / Recent,false
CUST_00201,James Martin,jenniferwilliams@example.com,Australia,2025-01-16 04:06:07,Referral,1,344.94,344.94,2025-01-31 13:26:32,2025-01-31 13:26:32,394,Lost / Churned,true
CUST_00202,Cynthia Wallace,karen73@example.net,Germany,2025-10-23 10:48:58,Organic Search,2,689.92,344.96,2025-12-16 21:24:26,2026-02-23 14:30:30,6,Active / Recent,false
CUST_00204,Douglas Reyes,mburch@example.net,France,2025-11-22 11:07:22,Referral,4,1144.88,286.22,2026-01-02 00:59:30,2026-02-24 02:05:12,5,Loyal Customers,false
CUST_00205,David Davidson,angela18@example.org,Germany,2025-06-21 07:08:21,Paid Ads,3,424.96,141.65,2025-07-27 20:23:09,2025-10-15 01:08:38,137,At Risk,true
CUST_00206,Phillip Nelson,mariahdavis@example.org,Germany,2025-07-31 23:52:58,Email Campaign,2,604.93,302.46,2025-09-01 12:21:27,2025-10-10 19:01:56,142,At Risk,true
CUST_00207,Stacey Arias,gbrown@example.com,Germany,2025-01-23 13:03:42,Social Media,2,829.92,414.96,2025-04-16 16:42:52,2025-05-29 10:37:49,276,Lost / Churned,true
CUST_00208,Zachary Brooks,florescory@example.net,India,2025-11-11 01:00:32,Paid Ads,2,664.92,332.46,2025-11-27 04:51:48,2025-12-10 06:52:09,81,Active / Recent,false
CUST_00209,Raven Taylor,samantha72@example.net,Canada,2025-12-30 00:47:01,Referral,4,1324.78,331.2,2026-01-07 18:54:03,2026-02-12 20:05:19,17,Loyal Customers,false
CUST_00210,Luis Bullock,scottmary@example.net,Germany,2025-01-21 22:41:27,Referral,2,489.91,244.96,2025-06-14 12:12:35,2025-07-08 19:42:38,236,Lost / Churned,true
CUST_00211,Lisa Henderson,john10@example.org,United States,2025-01-22 01:13:07,Email Campaign,4,632.88,158.22,2025-05-25 11:06:32,2025-11-12 12:25:40,109,At Risk,false
CUST_00212,Riley Bryant,copelandvincent@example.net,Australia,2025-04-16 09:37:18,Email Campaign,1,599.95,599.95,2025-06-11 06:05:30,2025-06-11 06:05:30,263,Lost / Churned,true
CUST_00213,Jose Allen,kellysmith@example.com,United States,2025-05-22 03:40:28,Social Media,3,1264.87,421.62,2025-06-03 01:09:33,2025-10-09 14:04:59,143,At Risk,true
CUST_00214,Jason Beck,millsmichael@example.net,United Kingdom,2025-10-22 11:00:29,Paid Ads,2,489.95,244.98,2025-11-30 15:00:17,2025-12-15 21:34:02,76,Active / Recent,false
CUST_00215,Rachel Romero,myerstheodore@example.net,United Kingdom,2025-12-20 04:12:35,Social Media,1,404.97,404.97,2026-02-15 07:40:48,2026-02-15 07:40:48,14,Active / Recent,false
CUST_00216,James Burgess,kristina53@example.net,United Kingdom,2025-10-22 11:25:29,Email Campaign,1,234.94,234.94,2025-12-05 02:04:36,2025-12-05 02:04:36,86,Active / Recent,false
CUST_00217,Ashley Perkins,dennis58@example.com,Australia,2025-07-15 22:40:55,Organic Search,3,519.87,173.29,2025-07-20 04:59:42,2026-02-03 19:11:33,26,Loyal Customers,false
CUST_00218,Carrie Maxwell,epollard@example.net,United States,2026-01-01 07:09:17,Referral,1,219.96,219.96,2026-02-14 16:07:36,2026-02-14 16:07:36,15,Active / Recent,false
CUST_00219,Chad Baldwin,mjohnson@example.org,United Kingdom,2025-02-10 10:56:45,Paid Ads,1,239.96,239.96,2025-07-21 23:52:12,2025-07-21 23:52:12,223,Lost / Churned,true
CUST_00220,Stacey Stewart,zachary87@example.com,Australia,2025-02-23 07:08:20,Organic Search,4,1267.77,316.94,2025-02-26 12:14:41,2025-09-08 17:14:38,174,At Risk,true
CUST_00221,Matthew Mitchell,glennmartin@example.org,Canada,2025-01-25 02:26:27,Paid Ads,1,68.96,68.96,2025-02-17 21:15:14,2025-02-17 21:15:14,377,Lost / Churned,true
CUST_00222,Jessica Ross,ykline@example.com,France,2025-01-16 19:54:39,Paid Ads,4,1054.87,263.72,2025-06-06 05:06:20,2026-02-28 16:29:31,1,Loyal Customers,false
CUST_00223,Kathleen Jimenez,laurie61@example.com,Canada,2025-07-05 06:48:00,Email Campaign,1,34.98,34.98,2026-02-26 03:37:06,2026-02-26 03:37:06,3,Active / Recent,false
CUST_00224,Samantha Gardner,curtis54@example.com,France,2025-03-30 20:22:25,Paid Ads,3,1109.87,369.96,2025-05-29 18:12:12,2026-01-19 09:00:39,41,Loyal Customers,false
CUST_00225,Mitchell Jackson,cbell@example.net,India,2025-12-28 04:51:42,Social Media,3,774.88,258.29,2026-02-09 10:28:38,2026-02-16 04:16:44,13,Loyal Customers,false
CUST_00226,Heather Bolton,danielle01@example.net,Canada,2025-10-14 12:42:16,Referral,3,474.91,158.3,2025-12-04 14:16:52,2026-02-14 20:06:14,15,Loyal Customers,false
CUST_00227,Heidi Owen,stephaniethomas@example.net,Australia,2025-03-30 23:02:50,Paid Ads,5,1321.80,264.36,2025-05-02 19:58:06,2026-02-16 21:52:28,13,Champions,false
CUST_00228,Jessica Martinez,kimberlydiaz@example.com,United States,2025-08-30 14:11:08,Referral,5,1599.73,319.95,2025-09-08 06:34:39,2025-12-08 06:31:06,83,Active / Recent,false
CUST_00229,Amanda Hernandez,xrush@example.com,United Kingdom,2025-01-20 22:40:49,Referral,3,554.93,184.98,2025-07-18 19:17:56,2025-12-26 10:19:08,65,Active / Recent,false
CUST_00230,Laura Moreno,redwards@example.org,Germany,2025-10-19 12:13:43,Paid Ads,4,1249.89,312.47,2025-10-23 12:51:32,2025-12-18 17:41:51,73,Active / Recent,false
CUST_00232,Michele Lewis,heather73@example.org,India,2025-03-21 03:34:40,Social Media,3,304.90,101.63,2025-04-19 08:52:48,2025-11-11 15:17:39,110,At Risk,false
CUST_00234,Victoria Contreras,piercekelly@example.com,United Kingdom,2025-02-01 21:35:02,Referral,2,469.89,234.95,2025-04-20 12:56:24,2026-01-25 19:35:14,35,Active / Recent,false
CUST_00235,Michelle Ho,laurahicks@example.org,India,2025-11-29 17:32:41,Social Media,3,509.89,169.96,2025-12-27 21:43:50,2026-01-23 20:01:29,37,Loyal Customers,false
CUST_00236,Dr. Cynthia Snyder,angela57@example.net,France,2025-02-23 13:26:48,Social Media,2,204.97,102.49,2025-10-01 16:50:23,2025-10-07 20:58:10,145,At Risk,true
CUST_00237,Stephen Jones,ukey@example.com,Australia,2025-01-10 19:51:11,Email Campaign,1,204.98,204.98,2025-04-25 09:08:06,2025-04-25 09:08:06,310,Lost / Churned,true
CUST_00238,Patricia Morrow,martinezlogan@example.org,United States,2026-01-16 18:01:19,Email Campaign,2,274.96,137.48,2026-02-15 13:59:36,2026-02-17 02:51:35,12,Active / Recent,false
CUST_00239,Michael Cooper,katrinaanderson@example.net,India,2025-10-09 07:40:27,Email Campaign,2,114.95,57.48,2025-11-30 08:40:46,2026-02-12 23:55:41,17,Active / Recent,false
CUST_00241,Travis Stone,meghan43@example.net,France,2025-07-29 18:42:02,Referral,3,479.87,159.96,2025-07-30 20:13:14,2025-12-12 15:27:33,79,Active / Recent,false
CUST_00242,Denise Weber,shawgary@example.net,Germany,2026-01-11 13:02:48,Email Campaign,1,304.95,304.95,2026-01-31 14:11:39,2026-01-31 14:11:39,29,Active / Recent,false
CUST_00243,Matthew Le,megan90@example.org,United Kingdom,2025-07-28 11:15:19,Paid Ads,1,17.98,17.98,2026-02-08 07:42:24,2026-02-08 07:42:24,21,Active / Recent,false
CUST_00247,Mr. Lawrence Edwards,jessica56@example.org,Australia,2026-01-19 22:32:27,Social Media,2,584.93,292.46,2026-02-03 10:16:11,2026-02-17 11:09:27,12,Active / Recent,false
CUST_00248,Kayla Rodriguez,stevenadams@example.org,Germany,2025-05-22 05:44:26,Paid Ads,2,180.94,90.47,2025-06-16 01:05:34,2025-10-26 23:03:07,126,At Risk,true
CUST_00250,Michelle Lee,tyronerobertson@example.com,United Kingdom,2025-09-22 08:22:33,Referral,3,819.89,273.3,2025-09-22 14:15:30,2026-01-24 20:22:00,36,Loyal Customers,false
CUST_00251,Kathleen Davis,pwagner@example.org,France,2025-08-03 14:01:10,Organic Search,4,262.90,65.72,2025-08-21 10:35:54,2026-01-22 21:10:00,38,Loyal Customers,false
CUST_00252,Amber Campbell,amitchell@example.org,United States,2025-05-29 09:32:59,Paid Ads,4,260.89,65.22,2025-08-25 02:27:45,2026-02-04 18:37:18,25,Loyal Customers,false
CUST_00253,Stephen Luna,zdiaz@example.org,Germany,2025-11-12 16:22:09,Referral,2,219.95,109.98,2025-11-16 12:08:56,2026-01-08 09:05:08,52,Active / Recent,false
CUST_00254,Chloe Tran,hughesshannon@example.net,India,2025-07-06 15:57:46,Email Campaign,1,224.95,224.95,2026-02-18 02:38:35,2026-02-18 02:38:35,11,Active / Recent,false
CUST_00255,William Becker,andersoncolin@example.com,Germany,2026-01-17 05:34:22,Organic Search,3,1199.90,399.97,2026-01-23 07:08:22,2026-02-26 04:54:54,3,Loyal Customers,false
CUST_00256,Gina Mcmillan,jameshicks@example.net,United Kingdom,2025-03-14 06:38:24,Paid Ads,3,369.91,123.3,2025-06-10 03:11:41,2026-01-23 20:49:30,37,Loyal Customers,false
CUST_00257,Andrew Reeves,jstone@example.net,India,2025-11-11 02:35:00,Paid Ads,2,879.91,439.96,2025-11-30 20:08:44,2026-01-02 14:06:31,58,Active / Recent,false
CUST_00258,Brenda Velazquez,francisco94@example.net,India,2025-08-26 20:05:38,Referral,2,534.94,267.47,2025-11-26 12:17:10,2026-02-09 19:50:32,20,Active / Recent,false
CUST_00259,Ronald Patel,thomas05@example.com,Germany,2025-10-14 15:02:23,Referral,2,1319.83,659.92,2025-12-07 04:14:38,2026-01-31 10:26:29,29,Active / Recent,false
CUST_00260,Veronica Silva,carlsonjoseph@example.net,Germany,2025-09-25 00:06:08,Referral,3,274.90,91.63,2025-10-24 21:38:53,2026-01-16 23:06:40,44,Loyal Customers,false
CUST_00261,Paula Lane,silvageorge@example.net,United Kingdom,2025-09-14 22:23:48,Email Campaign,5,824.86,164.97,2025-10-05 02:25:49,2026-02-23 09:04:43,6,Champions,false
CUST_00262,Patricia James,anthonyvaughan@example.org,United Kingdom,2025-07-30 10:14:53,Social Media,1,154.94,154.94,2026-01-30 08:29:47,2026-01-30 08:29:47,30,Active / Recent,false
CUST_00263,Jeremy Barnes,avaughn@example.net,United States,2025-06-29 01:32:26,Paid Ads,1,619.92,619.92,2025-12-23 22:23:46,2025-12-23 22:23:46,68,Active / Recent,false
CUST_00264,Tami Salas,thorntonapril@example.net,United States,2025-09-03 02:14:24,Referral,2,358.87,179.44,2026-01-04 17:46:03,2026-01-10 09:42:40,50,Active / Recent,false
CUST_00265,Matthew Fox,sue78@example.com,Canada,2025-05-24 19:26:35,Paid Ads,2,359.92,179.96,2025-12-31 11:44:29,2026-01-26 01:50:36,34,Active / Recent,false
CUST_00266,Megan Dillon,chelsea33@example.com,United Kingdom,2026-01-12 02:06:57,Referral,4,974.85,243.71,2026-01-19 14:25:46,2026-02-28 19:19:56,1,Loyal Customers,false
CUST_00267,Courtney Dudley,kellie37@example.com,United States,2025-08-08 19:28:41,Paid Ads,2,584.94,292.47,2025-12-30 09:04:19,2026-01-11 17:03:21,49,Active / Recent,false
CUST_00268,Justin Michael,keith98@example.com,Canada,2025-08-19 02:26:03,Social Media,2,579.89,289.95,2025-11-15 11:51:12,2025-12-05 02:20:54,86,Active / Recent,false
CUST_00269,Jennifer Reed,kellyroberts@example.net,United Kingdom,2025-05-20 09:01:58,Organic Search,1,44.98,44.98,2025-12-11 21:46:12,2025-12-11 21:46:12,80,Active / Recent,false
CUST_00270,Thomas Douglas,ilewis@example.com,United Kingdom,2025-04-09 07:40:38,Organic Search,2,164.94,82.47,2025-09-27 02:21:18,2025-12-28 18:34:58,63,Active / Recent,false
CUST_00272,David Garcia,jennifer12@example.org,India,2025-04-09 02:01:13,Email Campaign,3,654.87,218.29,2025-09-13 23:35:49,2025-10-25 17:22:13,127,At Risk,true
CUST_00273,Vanessa Moore,mwoods@example.com,Australia,2025-03-21 16:22:20,Organic Search,5,1274.78,254.96,2025-04-16 16:09:45,2026-02-09 21:41:21,20,Champions,false
CUST_00274,Matthew Velez,pearsonjesse@example.net,Germany,2025-08-09 20:28:09,Email Campaign,5,1470.80,294.16,2025-08-16 01:53:52,2026-01-19 08:18:55,41,Loyal Customers,false
CUST_00275,Taylor Gentry,robertmonroe@example.org,United Kingdom,2025-12-09 02:56:00,Paid Ads,6,1633.70,272.28,2025-12-25 10:51:29,2026-02-17 03:33:02,12,Champions,false
CUST_00276,Jennifer Simpson DVM,nancy04@example.net,United Kingdom,2025-02-09 21:43:53,Email Campaign,3,759.86,253.29,2025-05-05 16:49:35,2025-08-12 01:30:37,201,Lost / Churned,true
CUST_00277,Tanya Rogers,ihays@example.net,Australia,2025-03-30 14:44:18,Organic Search,1,54.96,54.96,2025-11-08 18:37:21,2025-11-08 18:37:21,113,At Risk,false
CUST_00279,David Lopez,krystal93@example.org,Canada,2025-02-11 15:20:44,Paid Ads,2,194.92,97.46,2026-02-20 16:55:24,2026-02-24 13:30:11,5,Active / Recent,false
CUST_00280,Margaret Sullivan,frobertson@example.com,United States,2025-08-24 23:54:16,Paid Ads,1,129.97,129.97,2026-02-12 13:37:56,2026-02-12 13:37:56,17,Active / Recent,false
CUST_00281,Cathy Taylor,shari04@example.com,France,2025-04-03 00:05:49,Email Campaign,1,79.99,79.99,2025-09-17 15:46:17,2025-09-17 15:46:17,165,At Risk,true
CUST_00282,Paul Finley,brandi90@example.com,Australia,2025-06-25 07:06:47,Referral,4,1300.79,325.2,2025-08-29 02:27:09,2026-01-30 17:45:37,30,Loyal Customers,false
CUST_00283,Melissa Brown,marshallerik@example.net,Germany,2025-10-23 10:45:37,Email Campaign,1,129.96,129.96,2025-12-26 20:35:20,2025-12-26 20:35:20,65,Active / Recent,false
CUST_00284,Stephanie Padilla,hannah45@example.net,Australia,2025-08-19 23:03:50,Referral,4,634.90,158.73,2025-08-30 12:51:57,2025-12-23 03:12:48,68,Active / Recent,false
CUST_00285,Tyler Mendoza,madkins@example.com,United Kingdom,2025-11-30 01:58:03,Referral,1,134.98,134.98,2026-01-28 21:33:18,2026-01-28 21:33:18,32,Active / Recent,false
CUST_00286,Joshua Ruiz,kathleenbecker@example.net,France,2025-02-16 18:46:27,Organic Search,2,1007.91,503.96,2025-06-11 20:10:20,2025-09-16 22:31:18,166,At Risk,true
CUST_00287,Angela Griffin,christian91@example.org,India,2025-06-11 09:26:50,Paid Ads,2,344.93,172.47,2025-08-19 15:33:32,2025-09-14 09:45:26,168,At Risk,true
CUST_00288,Stephanie Harris,franklinbond@example.com,India,2025-07-25 13:21:40,Organic Search,1,189.96,189.96,2025-12-25 02:45:50,2025-12-25 02:45:50,66,Active / Recent,false
CUST_00289,Daniel Aguilar,nolansean@example.org,Canada,2025-05-02 23:45:23,Paid Ads,1,24.98,24.98,2025-08-09 19:05:58,2025-08-09 19:05:58,204,Lost / Churned,true
CUST_00290,Jose Bryant,hansenemily@example.com,Canada,2025-02-28 07:18:38,Organic Search,3,1275.82,425.27,2025-03-05 14:34:31,2025-10-09 12:58:44,143,At Risk,true
CUST_00291,Jennifer Velasquez,bethwilliams@example.com,Germany,2025-11-14 07:19:10,Referral,3,609.91,203.3,2025-12-24 06:50:49,2026-01-31 13:03:40,29,Loyal Customers,false
CUST_00292,Kimberly Brown,andersenthomas@example.com,United Kingdom,2025-12-31 23:48:12,Organic Search,2,588.94,294.47,2026-01-21 08:10:58,2026-02-14 06:11:20,15,Active / Recent,false
CUST_00293,Randy Cannon,ybrooks@example.com,United Kingdom,2025-06-29 19:01:47,Social Media,5,1589.66,317.93,2025-08-09 20:51:27,2026-02-08 15:40:14,21,Champions,false
CUST_00294,Susan Bennett,desireebailey@example.org,United States,2025-12-19 15:45:26,Paid Ads,2,1184.89,592.45,2026-02-01 06:01:14,2026-02-20 18:30:51,9,Active / Recent,false
CUST_00295,Jenna Anderson DVM,avilatiffany@example.com,Australia,2025-07-25 11:39:20,Referral,3,519.92,173.31,2025-10-11 19:47:13,2026-02-02 09:38:11,27,Loyal Customers,false
CUST_00296,Kimberly Patel,johnreed@example.com,Germany,2025-06-03 15:37:02,Organic Search,2,784.92,392.46,2025-11-24 22:55:43,2026-01-09 05:01:27,51,Active / Recent,false
CUST_00297,Shaun Cannon,pachecorobert@example.org,India,2025-06-24 14:45:06,Paid Ads,2,203.94,101.97,2025-10-16 01:40:28,2026-02-13 19:26:28,16,Active / Recent,false
CUST_00298,Austin Wheeler,tharper@example.org,Australia,2025-07-26 07:44:53,Paid Ads,4,934.87,233.72,2025-09-18 12:03:30,2026-02-13 16:19:12,16,Loyal Customers,false
CUST_00299,Andrew Gonzales,karenparsons@example.org,United States,2025-02-25 11:10:33,Paid Ads,1,219.95,219.95,2025-10-02 10:14:07,2025-10-02 10:14:07,150,At Risk,true
CUST_00300,Donna Cabrera,barbara53@example.com,France,2025-08-27 22:17:59,Referral,2,329.89,164.95,2025-09-16 17:54:44,2025-11-02 18:42:15,119,At Risk,false
CUST_00301,Victoria Boyd,dturner@example.net,Germany,2025-08-13 04:05:28,Organic Search,5,944.87,188.97,2025-09-15 10:56:19,2026-01-15 22:33:30,45,Loyal Customers,false
CUST_00302,Sheryl Buck,dpeters@example.com,India,2025-12-31 01:09:48,Social Media,6,1562.66,260.44,2026-01-08 12:19:50,2026-02-28 13:52:11,1,Champions,false
CUST_00303,Megan Floyd,heather62@example.com,United Kingdom,2025-11-09 15:18:09,Referral,3,139.95,46.65,2025-11-28 09:10:47,2026-02-16 22:24:24,13,Loyal Customers,false
CUST_00304,Paul Wells,kevinzimmerman@example.com,Germany,2026-01-19 13:00:36,Organic Search,1,459.95,459.95,2026-01-28 10:52:52,2026-01-28 10:52:52,32,Active / Recent,false
CUST_00305,Kristina Faulkner,paulscott@example.com,Germany,2025-01-31 23:03:31,Social Media,3,805.82,268.61,2025-11-12 10:47:05,2026-02-21 22:03:16,8,Loyal Customers,false
CUST_00306,Tammy Boone,nicholsmaria@example.org,United States,2025-07-14 11:11:45,Organic Search,2,839.91,419.96,2025-08-08 03:49:12,2025-08-22 15:46:23,191,Lost / Churned,true
CUST_00307,Michael Morrison,lopezkathleen@example.net,India,2025-06-27 19:27:37,Referral,4,1064.85,266.21,2025-07-01 08:34:56,2025-11-19 21:52:58,102,At Risk,false
CUST_00308,Claire Clark,kevin03@example.org,Australia,2025-01-17 02:43:23,Social Media,1,169.99,169.99,2025-03-23 17:47:32,2025-03-23 17:47:32,343,Lost / Churned,true
CUST_00310,Jennifer Allen,kimberly67@example.net,France,2026-01-01 10:46:15,Email Campaign,4,655.87,163.97,2026-01-09 21:31:31,2026-02-23 03:25:37,6,Loyal Customers,false
CUST_00311,Elizabeth Ward,zowens@example.net,Canada,2025-08-05 01:12:51,Referral,2,892.86,446.43,2025-11-01 12:02:45,2026-01-05 00:53:45,55,Active / Recent,false
CUST_00314,Kelly Sanchez,jonathan77@example.com,United Kingdom,2025-11-14 04:09:36,Social Media,2,249.98,124.99,2026-02-04 16:54:36,2026-02-10 06:06:13,19,Active / Recent,false
CUST_00315,Robert Jackson,iwhite@example.net,Australia,2025-03-23 05:52:59,Paid Ads,3,693.84,231.28,2025-09-25 19:32:18,2025-12-30 05:14:09,61,Active / Recent,false
CUST_00316,Kelly Combs,landryelizabeth@example.org,Germany,2025-09-14 03:59:09,Email Campaign,2,494.92,247.46,2025-09-18 23:32:30,2025-12-03 00:16:39,88,Active / Recent,false
CUST_00317,Ryan Hall,albertwagner@example.com,India,2025-08-12 20:46:08,Email Campaign,1,79.98,79.98,2025-12-24 00:49:53,2025-12-24 00:49:53,67,Active / Recent,false
CUST_00318,Mark Peck,bhopkins@example.org,Germany,2025-01-29 12:05:02,Organic Search,2,434.91,217.46,2025-07-22 20:46:01,2025-07-24 14:16:58,220,Lost / Churned,true
